pipe_id,node1,node2,length,diameter,roughness
1,1,2,92.011769724,922.567156244,145.218632634
10,10,11,1043.21091797,747.962297049,148.290950254
11,11,12,1106.08760436,678.101551296,119.830431853
12,12,13,3517.32460797,728.656803874,146.260155149
13,10,14,812.637464995,348.016277681,130.633836644
14,14,15,474.479476996,483.903220071,135.015608713
15,15,16,561.869121156,338.259263868,144.787968658
16,17,16,2619.22911093,330.70420417,134.369663797
17,17,18,1487.97321728,537.417880663,122.112199448
18,18,19,852.090599491,530.424953404,137.047007627
19,19,3,367.966829167,644.188422599,143.70227571
2,2,3,1490.15621539,1124.44580381,128.099929823
20,3,20,2362.74360323,1142.72279202,121.848702961
21,20,21,1480.16645306,555.346914018,126.485143093
22,21,22,569.400086937,259.004099682,142.436372148
23,20,23,2594.4223076,1029.66941163,147.026009485
24,23,24,1140.91861647,691.621420768,138.121893361
25,24,25,1211.38513642,681.015372147,112.702507549
26,26,25,943.643968344,570.17772508,115.193731954
27,27,26,270.813884941,299.699417715,126.320551628
28,16,27,766.032916241,248.150185274,144.332058959
29,23,28,1328.93399591,376.023980591,128.534176156
3,3,4,929.593969758,1200.41477969,124.845954401
30,28,29,1854.96892008,437.371461294,116.090435744
31,29,30,1834.66196203,291.841145897,138.230643837
32,30,31,161.93749488,257.319925831,114.323483437
33,32,31,890.193258755,462.568945659,114.855659008
34,25,32,930.829558061,584.542283374,141.385961376
4,4,5,1103.16310707,930.501036869,121.592064895
5,5,6,1422.91116872,1170.20888078,140.568931988
6,6,7,413.737195553,1150.48432257,115.940249153
7,7,8,857.153132304,1039.28513983,115.660159196
8,8,9,810.126968104,948.179952914,122.191968057
9,9,10,843.196108318,1028.40177918,147.113976546
