pipe_id,node1,node2,length,diameter,roughness
1,1,2,92.1986067546,985.951200048,128.188083156
10,10,11,1038.137235,771.224740352,124.12046698
11,11,12,1210.77481004,733.580978338,126.982557986
12,12,13,3470.4706752,638.328309238,135.119033685
13,10,14,722.080162228,419.437918527,126.640265283
14,14,15,521.85121584,420.181521911,124.624082723
15,15,16,518.296163456,304.884951533,131.037964702
16,17,16,2944.64555653,422.632905564,130.469984346
17,17,18,1757.08557711,520.816174037,135.720483053
18,18,19,819.368932058,580.083158586,125.719352746
19,19,3,437.772452285,624.348642064,130.616235219
2,2,3,1314.2464448,967.968224456,133.611628873
20,3,20,2018.03266133,971.06714766,136.021088436
21,20,21,1509.49523069,512.225656994,131.014413696
22,21,22,530.714370569,290.303166132,130.056555128
23,20,23,2859.25460571,1005.16836641,133.050185518
24,23,24,1349.38961826,780.059103776,135.646311304
25,24,25,1245.42957624,742.342543119,124.00247942
26,26,25,902.629150607,526.620577541,124.046811823
27,27,26,315.452080826,302.960390948,127.984228128
28,16,27,802.568403898,300.805825988,131.581972828
29,23,28,1505.64606589,399.233329939,125.443404358
3,3,4,956.611964679,1011.66758649,128.938338444
30,28,29,2186.21059991,421.957436803,130.783274223
31,29,30,1667.76655848,315.236210656,127.636834815
32,30,31,139.801853809,290.149952494,127.836040592
33,32,31,923.073963999,401.016953091,136.419745357
34,25,32,985.585481899,486.801701957,129.316421987
4,4,5,1158.18359402,1024.02642079,135.180334605
5,5,6,1399.47454197,1011.71825313,135.513998009
6,6,7,476.336867283,998.25405861,125.550403442
7,7,8,924.964755826,982.537992139,128.018113686
8,8,9,837.544277404,967.491131716,127.349613194
9,9,10,843.749836064,1006.20523367,130.898034668
