pipe_id,node1,node2,length,diameter,roughness
1,1,2,104.807217185,933.180085529,116.58438531
10,10,11,990.4334631,709.501913602,143.567102662
11,11,12,1245.13429881,773.252356045,139.924860002
12,12,13,3198.92262246,668.572456279,112.70868904
13,10,14,745.628375173,384.616281118,113.253240039
14,14,15,503.612230477,403.754530766,114.885877432
15,15,16,565.036193732,339.164653355,133.902171158
16,17,16,2863.66337852,381.918056051,122.224224551
17,17,18,1857.23988025,448.277183484,111.352601777
18,18,19,779.515321792,565.204073872,142.128340737
19,19,3,418.099728901,682.050846902,118.947354463
2,2,3,1258.56274903,1051.58530121,126.517391668
20,3,20,2297.24939553,1107.84628313,124.836739726
21,20,21,1494.26917085,437.949589492,133.460989454
22,21,22,500.749709279,320.079990147,133.917869078
23,20,23,2886.92458282,1088.68371981,111.787532938
24,23,24,1266.51558536,714.879595486,131.704405508
25,24,25,1374.03022171,760.830936706,117.319089772
26,26,25,802.988516854,559.361373743,148.475997265
27,27,26,275.587073859,336.401811459,145.617226771
28,16,27,704.042476246,262.844433986,128.380593451
29,23,28,1369.95203421,384.569808894,131.752922131
3,3,4,917.893735826,945.634107645,143.352811687
30,28,29,2066.9737345,354.225984577,119.695434646
31,29,30,1712.89026297,271.891052679,149.493490284
32,30,31,161.899295651,339.285867348,145.981259748
33,32,31,876.942067577,359.862048035,132.025094434
34,25,32,902.112985255,477.503688101,111.828017583
4,4,5,1197.79622462,1079.07995275,128.982652585
5,5,6,1467.62189234,971.718629344,146.162093053
6,6,7,409.42794586,965.001354488,130.849433709
7,7,8,910.833283095,1022.1762603,144.125070377
8,8,9,843.34728649,1064.93944136,137.397448167
9,9,10,875.754474475,958.194178231,111.801370833
