pipe_id,node1,node2,length,diameter,roughness
1,1,2,90.2092508125,942.462572133,117.799748794
10,10,11,926.268468796,726.419039311,118.265545519
11,11,12,1068.87788775,662.842371835,134.20846949
12,12,13,3167.10709667,554.685764558,118.998112191
13,10,14,850.888631415,414.468512625,131.119040656
14,14,15,449.502774453,438.777180086,122.091083265
15,15,16,606.798038494,327.094181575,128.501699623
16,17,16,2521.49037312,357.338274483,123.923634014
17,17,18,1621.7598254,484.988972665,117.398494465
18,18,19,719.135536745,526.325938348,129.598971293
19,19,3,404.073415452,657.684655953,128.398722364
2,2,3,1290.18891397,963.144146392,123.122228931
20,3,20,2170.55292669,892.338941675,137.883179379
21,20,21,1360.40775825,432.898647446,129.668134155
22,21,22,452.58368436,285.460523986,128.272860185
23,20,23,2810.7396128,1147.88750293,135.888529388
24,23,24,1262.0506509,656.444890305,123.448075306
25,24,25,1446.7753387,772.180690188,121.361793653
26,26,25,828.410570192,525.153868053,126.781418623
27,27,26,281.009582639,298.618217292,132.073027283
28,16,27,826.515890923,300.040676613,129.10569419
29,23,28,1369.65400597,461.783394561,141.060079181
3,3,4,791.181301888,1117.55379676,118.116059509
30,28,29,1970.30434418,373.194414391,139.300367682
31,29,30,1520.4965977,317.068412611,131.147581844
32,30,31,139.07576747,332.422481622,139.59574126
33,32,31,923.1302213,439.397384565,119.200915902
34,25,32,926.89045629,491.797190901,130.605025975
4,4,5,1105.8058243,1113.12364646,140.818753654
5,5,6,1547.79887907,1086.57800748,121.087694077
6,6,7,383.971381672,1099.45908298,119.507480476
7,7,8,741.92904347,1092.35990258,121.114247459
8,8,9,726.877899315,913.328568848,123.039451268
9,9,10,771.464550529,1050.39501361,133.84141802
