pipe_id,node1,node2,length,diameter,roughness
1,1,2,81.7319761002,885.183114185,126.884574978
10,10,11,888.878029208,826.743748759,133.393406935
11,11,12,1337.27620076,749.971786831,119.272723486
12,12,13,3633.57695092,589.841202005,125.022039185
13,10,14,748.783134811,466.420391528,131.56316956
14,14,15,453.791799382,353.746621898,122.462393443
15,15,16,492.363997255,324.394754592,140.20556445
16,17,16,2706.99225991,377.826162126,138.449519113
17,17,18,2069.33564899,582.645079208,128.236151235
18,18,19,804.057795298,644.253876473,125.046604005
19,19,3,348.518128022,561.835625957,117.150722727
2,2,3,1230.33946574,1151.11656039,118.69620147
20,3,20,2507.11750146,875.799657639,128.280047072
21,20,21,1619.97014049,487.126387104,132.553744246
22,21,22,413.926726376,260.617344519,126.510916065
23,20,23,2889.24242359,1135.28143417,126.266691151
24,23,24,1405.76925833,815.746945348,121.943509705
25,24,25,1345.77942908,765.95582876,134.4907496
26,26,25,949.69510414,513.570904631,128.79479921
27,27,26,330.015457851,309.664107669,117.886649035
28,16,27,651.023864104,296.716029266,129.399376882
29,23,28,1539.61083782,385.977258364,125.94544451
3,3,4,1003.52686971,1150.03540075,137.083142218
30,28,29,1971.93976289,370.041277373,142.693922274
31,29,30,1614.71075424,286.585364254,137.155513418
32,30,31,175.019688902,299.871737336,119.37818157
33,32,31,983.626179815,384.719321861,122.138845263
34,25,32,862.231263336,486.020170944,122.584738034
4,4,5,1036.72863779,1144.3856666,123.169369071
5,5,6,1690.54729332,1163.06924488,139.185511239
6,6,7,382.349358774,1142.22928763,133.454632914
7,7,8,803.205557412,1035.65200366,121.943333641
8,8,9,772.147081075,1000.96877391,127.291213928
9,9,10,640.910564973,876.647611217,131.302108597
