pipe_id,node1,node2,length,diameter,roughness
1,1,2,101.541170769,1021.9340372,141.351441855
10,10,11,945.126070282,640.503490894,133.360253713
11,11,12,1157.39799548,764.940080135,123.683481258
12,12,13,3409.32114472,654.778075951,124.806034153
13,10,14,812.411593633,399.879581748,125.419399024
14,14,15,504.909306309,381.211726782,147.544490223
15,15,16,565.443588095,353.257534749,140.144870743
16,17,16,2848.34445961,334.899385732,119.989549247
17,17,18,1741.33388757,545.334266024,117.806241586
18,18,19,807.5685536,679.926128103,111.066832449
19,19,3,414.469908021,604.964535516,113.348930592
2,2,3,1408.07429371,1214.2248602,110.755822527
20,3,20,2164.23026475,981.081005214,137.244049765
21,20,21,1469.6669133,514.367418134,128.239349364
22,21,22,483.457182226,357.877561602,127.252364436
23,20,23,2746.617996,868.624951945,111.460338949
24,23,24,1280.19192773,756.11392788,143.365471434
25,24,25,1260.58043456,867.009907948,120.171530657
26,26,25,874.41336382,423.768369261,141.23834226
27,27,26,286.617376024,260.293210697,121.433614621
28,16,27,750.862966392,303.627287108,117.79568847
29,23,28,1496.47822629,438.359903076,143.155984704
3,3,4,925.852579652,916.628748776,114.529115966
30,28,29,1956.64820654,476.966841784,120.972251582
31,29,30,1615.46132306,349.14722984,133.644993026
32,30,31,155.180048858,330.105511222,133.110923496
33,32,31,846.858805142,466.940293523,134.827054609
34,25,32,978.774336376,446.933537539,146.409694512
4,4,5,1155.52728114,924.94984401,115.529847454
5,5,6,1421.6725648,1163.33679344,120.375478034
6,6,7,431.232293398,971.279852552,126.590476241
7,7,8,848.184741734,1047.36503668,130.509493933
8,8,9,846.467131861,919.675122526,122.521689906
9,9,10,793.692351442,1066.32793832,119.216166776
