pipe_id,node1,node2,length,diameter,roughness
1,1,2,91.1744643435,998.571215651,112.815637938
10,10,11,919.906543999,755.855670537,129.41992476
11,11,12,1197.87711172,727.68267549,132.658941529
12,12,13,3200.28398038,635.463950692,122.264923946
13,10,14,768.961254056,422.066219807,139.26862215
14,14,15,504.208879152,400.389945674,131.428883562
15,15,16,572.955019768,290.899191974,119.306843563
16,17,16,2745.07487566,396.014544603,127.281081562
17,17,18,1696.50927771,520.153776965,148.693089827
18,18,19,869.788154397,597.473060588,147.355343813
19,19,3,381.603697316,585.02803599,131.179124391
2,2,3,1275.04672006,994.675340752,123.103209509
20,3,20,2390.75584836,1050.93977702,134.769757929
21,20,21,1647.89242335,491.30497538,110.814123314
22,21,22,524.507816581,315.475406784,127.686048235
23,20,23,2745.81420058,1005.65089152,112.090263445
24,23,24,1179.03026338,734.778198998,119.886191523
25,24,25,1401.33712799,789.021486377,141.43072878
26,26,25,896.806655767,518.331212694,122.509897729
27,27,26,309.796610052,300.724497528,119.727667645
28,16,27,675.866294782,296.049461146,134.976791623
29,23,28,1619.17372197,396.672845319,136.256878062
3,3,4,896.315034893,1044.42355064,148.440534965
30,28,29,2018.62668305,391.969449805,124.657012774
31,29,30,1615.62110082,293.94633909,135.738872923
32,30,31,163.539910458,292.907170468,140.091645119
33,32,31,922.700807507,387.239061209,131.454582028
34,25,32,980.027666676,497.435995546,123.693746836
4,4,5,1197.24667868,1019.68973276,147.270173847
5,5,6,1562.80974372,1022.74476501,124.599965175
6,6,7,483.105112019,987.420142761,134.674143345
7,7,8,883.355780601,1035.29110785,138.477684035
8,8,9,867.968909131,994.458615706,143.053075547
9,9,10,750.524669559,976.991533123,131.441485189
