pipe_id,node1,node2,length,diameter,roughness
1,1,2,87.8002714889,980.725293565,130.950436269
10,10,11,886.125459417,800.546494302,139.211430938
11,11,12,1146.51932044,758.44675245,128.085636574
12,12,13,2994.24938766,596.110407206,139.457690601
13,10,14,833.436478339,403.488212848,134.968243926
14,14,15,492.205019273,440.462082277,127.158315534
15,15,16,528.898782903,292.003478541,123.690735984
16,17,16,2699.91847937,378.581631312,142.329806286
17,17,18,1836.55400454,478.14719229,119.985843117
18,18,19,708.415941448,611.205341786,130.036581752
19,19,3,351.423327299,557.143882599,121.251419694
2,2,3,1517.89730158,1115.79964445,121.139463597
20,3,20,2494.12434117,974.429542428,121.336425486
21,20,21,1424.40110392,505.943062102,127.961089158
22,21,22,435.812395587,335.178086726,124.808175206
23,20,23,2979.70752423,960.027619274,134.277977535
24,23,24,1214.30383419,756.875591318,139.665434049
25,24,25,1206.04277582,775.49812484,117.072429109
26,26,25,737.003387627,501.628649821,124.985575408
27,27,26,313.919149892,287.210825257,123.304992045
28,16,27,740.657277011,312.279542776,139.073545839
29,23,28,1668.39875044,406.559023371,138.194418599
3,3,4,1033.5084245,920.184948819,125.441604738
30,28,29,2041.11396849,413.351788417,139.3801448
31,29,30,1450.83924026,305.16801135,134.839144203
32,30,31,131.622083799,302.822879243,129.634112333
33,32,31,944.12494116,370.761001466,132.016601571
34,25,32,842.671710169,467.210350554,126.806404633
4,4,5,1154.45755451,929.767127133,133.447812106
5,5,6,1272.77061706,1051.17079181,128.057685322
6,6,7,441.049535483,924.090706907,134.400837234
7,7,8,843.854461319,1078.77294667,139.246822683
8,8,9,914.164808466,924.781096022,117.680674786
9,9,10,690.316640256,1078.18582007,137.267444604
