pipe_id,node1,node2,length,diameter,roughness
1,1,2,92.272058019,1062.5363573,149.454492136
10,10,11,958.85868715,846.213972019,145.775768546
11,11,12,1234.47445655,786.079913095,120.93577322
12,12,13,3468.92379164,549.036080638,128.361670232
13,10,14,729.750979585,370.860504661,111.034773704
14,14,15,435.196136217,386.553055509,143.616206501
15,15,16,626.039067577,296.907622098,144.418030364
16,17,16,3115.77734763,390.809045858,136.962166248
17,17,18,1753.89819341,463.948268392,132.764387961
18,18,19,720.997976933,521.888969632,122.671632656
19,19,3,398.24416991,669.4777965,145.497478078
2,2,3,1231.408757,935.465537507,133.792401973
20,3,20,1896.36054454,1150.356044,144.697024448
21,20,21,1472.53274091,574.947314445,125.588018651
22,21,22,504.856919971,281.601981076,126.19666891
23,20,23,2752.21519978,951.031767165,137.32346819
24,23,24,1325.57421261,825.226222764,116.308808018
25,24,25,1349.44292356,792.266837109,129.752152296
26,26,25,822.314892166,494.128960636,136.774407941
27,27,26,299.826772636,325.570372911,119.483657767
28,16,27,800.16187134,324.830792127,119.297922832
29,23,28,1375.87090198,439.531268456,131.162154402
3,3,4,953.416231521,904.839937928,143.174981921
30,28,29,2048.67080414,426.449372862,130.242412961
31,29,30,1778.43072965,332.316235647,139.707515642
32,30,31,166.678976532,317.863883959,119.973486262
33,32,31,772.104085537,424.288462313,128.816153828
34,25,32,808.866740839,570.71021728,145.221679633
4,4,5,1050.23448,1129.67171851,129.376396741
5,5,6,1425.60388515,1157.63461845,139.935604824
6,6,7,441.471096329,1041.8855162,127.301428952
7,7,8,736.306624984,888.166823274,142.281986648
8,8,9,964.694829485,934.34072862,136.788615951
9,9,10,680.110833709,1165.76792671,111.182091017
