pipe_id,node1,node2,length,diameter,roughness
1,1,2,105.135191347,1212.05821855,120.515083208
10,10,11,1050.60417961,715.661971537,130.835131964
11,11,12,1081.28821228,760.335014723,120.232465452
12,12,13,3895.03697932,533.569683892,121.439834538
13,10,14,698.462287089,388.605618027,140.263585197
14,14,15,472.435783287,384.114152764,121.772251196
15,15,16,506.344082297,291.503020004,132.542515506
16,17,16,3079.99293677,445.028273128,132.746000418
17,17,18,1681.73164471,430.148019112,130.605416898
18,18,19,724.381580651,530.489057633,131.189130283
19,19,3,455.194122592,561.845457828,122.427374237
2,2,3,1302.44596123,861.334644215,123.449988481
20,3,20,2065.77061074,1010.91859231,140.822973105
21,20,21,1665.35779835,408.257029451,140.776398458
22,21,22,466.168436648,284.295623275,132.350811534
23,20,23,2799.77801427,889.83958744,141.883398535
24,23,24,1078.70013697,661.016290006,142.929864931
25,24,25,1387.21293468,858.234197482,124.022480829
26,26,25,894.010743207,569.842193854,137.913940929
27,27,26,290.085050854,352.907152518,125.143948754
28,16,27,808.965326692,308.919805223,127.317005357
29,23,28,1295.19383975,483.896870501,141.036754888
3,3,4,856.820107104,984.657700786,141.936129904
30,28,29,1715.09077027,331.758724244,141.501141601
31,29,30,1394.91461182,256.302923207,125.690547484
32,30,31,171.967664324,250.611390938,123.384116725
33,32,31,842.707285297,328.848441758,140.694953781
34,25,32,1081.71143743,592.355656557,124.098524269
4,4,5,1275.80442678,856.049449963,126.698972486
5,5,6,1665.29450248,820.536816324,120.521477715
6,6,7,476.819765332,997.829540372,127.28067489
7,7,8,731.372233639,864.179142725,130.718072255
8,8,9,893.57001918,1176.95846173,138.316762818
9,9,10,726.174529299,1074.64769796,125.382661401
