pipe_id,node1,node2,length,diameter,roughness
1,1,2,97.7779281486,960.742617788,136.464001292
10,10,11,986.37038107,723.984759711,128.537980204
11,11,12,1137.24330739,664.991135517,142.584445777
12,12,13,3165.73604955,533.807782383,126.749964157
13,10,14,723.197654111,473.122885342,129.014214036
14,14,15,540.670590733,339.65176809,120.973541605
15,15,16,567.455097207,274.190663998,136.926738879
16,17,16,2610.20769797,467.190891801,142.385690511
17,17,18,1832.19169451,452.007939503,123.371901805
18,18,19,783.614599675,565.552595785,126.462935845
19,19,3,363.51196968,556.683164783,120.162491268
2,2,3,1368.54416132,831.994436952,131.98053689
20,3,20,2139.64266552,853.82204056,120.683230178
21,20,21,1590.25323475,571.150995948,128.803354682
22,21,22,508.463393466,250.346347108,124.597204979
23,20,23,2548.45397195,1132.28911384,123.430584726
24,23,24,1276.20624356,622.946921036,137.220221559
25,24,25,1310.45375172,627.998558573,124.406113172
26,26,25,929.164409294,590.233201369,120.851158029
27,27,26,329.092280023,343.758649891,133.584384925
28,16,27,761.851532395,354.199298724,123.572559454
29,23,28,1586.90609363,375.622904811,138.400278308
3,3,4,880.212064007,837.072188756,136.522047954
30,28,29,2166.15017506,346.010444762,133.725978165
31,29,30,1679.22178312,280.577871482,131.873262568
32,30,31,162.360963201,288.916124588,138.038572591
33,32,31,796.007264257,408.685438864,134.044274811
34,25,32,1023.03488996,455.669360949,125.819682468
4,4,5,1250.35605955,1156.84433355,136.882890714
5,5,6,1315.594364,936.442940771,126.470267748
6,6,7,416.018411314,825.09224632,137.028437196
7,7,8,849.989797438,1023.32016108,136.185312509
8,8,9,786.643073904,1192.31786804,128.434102454
9,9,10,749.907465646,900.984471633,118.810606713
