pipe_id,node1,node2,length,diameter,roughness
1,1,2,107.658381635,1088.66094,145.317415956
10,10,11,958.577691186,698.946076611,112.959755928
11,11,12,1237.80844093,791.456753824,120.071802866
12,12,13,3189.96415858,597.93812163,126.276140379
13,10,14,876.171714775,465.829055899,125.284479689
14,14,15,461.420532212,417.295350305,146.674532927
15,15,16,578.47030154,285.752513795,149.236000974
16,17,16,2956.53460598,428.803924352,144.078876541
17,17,18,1597.95572333,557.875378923,142.932396385
18,18,19,783.536031263,586.121216597,119.442849967
19,19,3,390.30942719,643.964858182,121.482650131
2,2,3,1458.84282867,1064.30711234,122.711255324
20,3,20,2124.82874945,1155.62971977,136.21828545
21,20,21,1495.71830957,524.134171126,132.495649252
22,21,22,527.364046223,322.120601344,127.82503048
23,20,23,2559.13507952,1082.51279237,112.571981135
24,23,24,1227.13358643,866.959296876,123.939794702
25,24,25,1199.70195258,746.795898401,114.457278489
26,26,25,829.589279488,492.05463973,120.111074459
27,27,26,324.224992075,315.066429763,119.118995597
28,16,27,745.721398184,268.585869692,143.757288945
29,23,28,1415.62167421,411.384947175,146.069899299
3,3,4,811.303281091,923.343106747,147.136913792
30,28,29,2059.0710347,421.596991826,147.748772788
31,29,30,1512.79527558,340.921539216,113.200591912
32,30,31,139.377369106,277.15610223,134.170788728
33,32,31,851.382117168,427.642187425,129.494468188
34,25,32,876.465127075,499.9877263,112.924688011
4,4,5,1052.39414684,942.887430804,115.237100675
5,5,6,1329.60254426,1035.73095661,129.632885871
6,6,7,474.884363183,1072.50704527,134.349883898
7,7,8,923.95789043,895.286479611,140.532792259
8,8,9,768.303766226,889.025997376,131.436930037
9,9,10,834.868231801,1002.99027024,117.960705931
