pipe_id,node1,node2,length,diameter,roughness
1,1,2,102.874025806,954.109183953,134.314575981
10,10,11,987.01907133,802.624778736,132.722914685
11,11,12,1280.19155953,825.545067967,124.121189087
12,12,13,3780.16560533,636.620760576,144.720174779
13,10,14,751.57199018,416.225034896,146.202017796
14,14,15,475.441688522,372.068719028,150.236291524
15,15,16,542.279709099,287.055454869,146.667487418
16,17,16,2709.2782479,377.333956732,108.171102418
17,17,18,1641.75641264,551.701885166,105.471085889
18,18,19,857.974519825,602.587643789,122.304452992
19,19,3,419.183070188,659.953002693,104.989308522
2,2,3,1466.70596458,1034.6230819,106.157022541
20,3,20,2224.0537752,1025.26017644,145.135031727
21,20,21,1622.85495254,517.208026986,127.610191973
22,21,22,487.384905389,276.553542099,131.510612707
23,20,23,2500.73107446,944.198080142,144.034195523
24,23,24,1306.58170971,718.2820704,142.771383268
25,24,25,1387.56497015,715.717437575,143.915707549
26,26,25,788.998421677,539.761589637,131.241542924
27,27,26,297.414718096,303.651343759,126.672617312
28,16,27,675.232097353,326.719415199,112.430756295
29,23,28,1641.11694479,434.285037185,148.176718686
3,3,4,921.283321652,1017.54003209,111.213779069
30,28,29,2014.3706373,431.671841137,138.067677255
31,29,30,1480.7536008,292.782196126,112.715826416
32,30,31,146.529576617,314.902069808,155.478955973
33,32,31,801.332055002,371.270344307,138.57091624
34,25,32,865.900100808,535.619720843,125.151744097
4,4,5,1127.17942857,981.876605873,155.417213731
5,5,6,1431.89344422,1031.84936788,153.140818918
6,6,7,441.754436523,916.823665332,115.060625659
7,7,8,921.844370919,1042.04176451,122.067358074
8,8,9,917.126988242,1060.53466192,120.739681848
9,9,10,748.633531254,986.447181357,117.547256133
