pipe_id,node1,node2,length,diameter,roughness
1,1,2,108.68341488,1027.4675908,120.395330404
10,10,11,1037.72121269,774.019961819,126.753261644
11,11,12,1293.41302406,756.673220073,123.126629154
12,12,13,3022.75662762,622.4027657,119.083468702
13,10,14,744.850986564,426.534242681,119.945525255
14,14,15,465.581662729,411.969358872,121.625639881
15,15,16,602.720240593,314.90330585,136.620264391
16,17,16,2341.52314919,401.596273628,129.943562615
17,17,18,1768.10196414,495.727505175,139.946661096
18,18,19,680.551266846,602.584158893,118.442211021
19,19,3,438.941883028,635.684841362,121.755413398
2,2,3,1503.49366677,1051.19609433,142.661948955
20,3,20,2473.9885306,1027.86731548,124.800367784
21,20,21,1509.84138885,528.441624935,124.908584544
22,21,22,573.430353573,304.612364581,133.349809079
23,20,23,2688.34844974,1031.55236961,140.518565954
24,23,24,1100.15641667,743.390700272,120.95915276
25,24,25,1313.79011291,748.108410632,120.789925646
26,26,25,928.746398095,502.088564205,117.998101392
27,27,26,266.648847731,314.082352018,136.061239319
28,16,27,691.889350667,300.288141167,133.504906142
29,23,28,1288.79580799,406.810130448,140.818741365
3,3,4,909.330172381,997.776467525,142.055803805
30,28,29,2198.34400255,398.149464307,133.848591756
31,29,30,1467.68264548,308.636107866,117.401170817
32,30,31,170.940701993,294.691415594,122.136137136
33,32,31,957.475441709,399.267851052,140.67921068
34,25,32,968.494795732,484.058573535,140.749490103
4,4,5,1184.80384647,1033.86830821,137.167645494
5,5,6,1306.57357241,1042.24157825,135.949117083
6,6,7,469.484444843,1019.12919928,127.339943036
7,7,8,967.908831649,1007.53889385,122.968602866
8,8,9,795.445035915,994.026854025,122.910322499
9,9,10,708.760155324,1055.1535557,138.73028232
