pipe_id,node1,node2,length,diameter,roughness
1,1,2,113.629853327,994.301531057,131.302798601
10,10,11,1004.63084609,837.278360038,124.608995363
11,11,12,1195.60031098,716.972767809,128.344663818
12,12,13,3448.89859982,571.103597518,133.018808758
13,10,14,707.460039254,422.610711971,130.990452883
14,14,15,445.11590044,409.197014013,128.615054181
15,15,16,578.088966764,288.230422528,124.974257557
16,17,16,3259.36043074,422.522778722,124.640429681
17,17,18,1727.03539657,463.986605454,124.209436597
18,18,19,643.034348587,636.875920826,133.666681118
19,19,3,461.057078429,549.625241998,129.014530288
2,2,3,1538.5562449,931.490536485,135.274206865
20,3,20,2198.96173174,1005.68279767,135.054118638
21,20,21,1605.03360122,505.495649119,126.723132485
22,21,22,468.649664323,295.952574827,129.147239182
23,20,23,2594.91490261,1064.7783951,130.927293365
24,23,24,1118.85677209,718.138012476,128.3359114
25,24,25,1332.98578135,700.740998495,134.667234062
26,26,25,822.332813448,532.469535519,136.269580241
27,27,26,341.123995779,317.989485598,124.329517945
28,16,27,714.865707122,295.27509735,128.258547371
29,23,28,1669.55346187,379.800410602,134.523882111
3,3,4,741.991950507,988.310185788,128.357619074
30,28,29,1869.57032818,407.179619172,129.654190902
31,29,30,1836.51900611,324.423380243,125.887216815
32,30,31,127.65743835,294.857743779,125.866069943
33,32,31,915.593645691,409.89531354,127.235909865
34,25,32,1130.40551028,458.412763272,134.298688861
4,4,5,1315.7416708,1052.81474125,124.619157957
5,5,6,1447.21785079,967.052618295,134.318257744
6,6,7,478.732737319,1106.78260588,136.171364792
7,7,8,746.290825372,1049.93602652,128.280346026
8,8,9,914.367568944,1113.63641617,124.973274118
9,9,10,902.960919849,943.881515943,134.498580436
