pipe_id,node1,node2,length,diameter,roughness
1,1,2,89.2643680916,876.832010364,147.024772549
10,10,11,905.400886229,909.485164987,107.798779261
11,11,12,1164.8282816,802.637387831,153.444328929
12,12,13,3643.9682161,666.194696293,151.507987575
13,10,14,902.793348312,414.285749906,106.800198507
14,14,15,516.417664588,471.959667997,106.470876334
15,15,16,571.756596229,312.501892516,153.176091811
16,17,16,2855.1303167,396.083435285,128.334748342
17,17,18,1405.790218,559.364143151,121.704741073
18,18,19,785.281860539,487.933090355,124.820298745
19,19,3,352.820515417,548.746486335,134.382374735
2,2,3,1322.54044386,1066.87359865,109.168584216
20,3,20,2183.97377061,1033.29398582,148.858665264
21,20,21,1631.02711541,560.056397836,142.067065165
22,21,22,569.497322981,290.607756329,116.378969129
23,20,23,2908.55324041,1119.71087555,128.566171115
24,23,24,1257.45824676,761.386160901,146.841836627
25,24,25,1177.73080256,809.902480207,153.207609691
26,26,25,982.301906373,575.804694044,147.819132577
27,27,26,349.50316144,260.685177107,139.930431829
28,16,27,742.82736876,256.750844244,121.497277333
29,23,28,1644.82205981,392.450856769,152.984231329
3,3,4,980.896981432,1138.5693103,120.68749401
30,28,29,1941.28113902,374.907477708,147.665225582
31,29,30,1838.19128181,332.496885302,123.85458624
32,30,31,136.972594676,339.384546055,146.885570996
33,32,31,857.204290926,383.392122174,144.810102676
34,25,32,881.539695042,475.396630034,104.582171846
4,4,5,1348.32729315,1124.45681085,109.139715453
5,5,6,1171.8420369,945.421578454,149.689609364
6,6,7,480.837034128,978.038853499,112.90469515
7,7,8,1010.82177681,1002.15738083,116.061838598
8,8,9,723.904670517,1045.30882643,128.252219008
9,9,10,828.597709974,1192.33050617,129.570832556
