pipe_id,node1,node2,length,diameter,roughness
1,1,2,101.589603304,1010.07708169,148.424569416
10,10,11,973.04749907,849.785534043,122.741379134
11,11,12,1204.86900193,777.6630379,121.733736055
12,12,13,3334.34402346,596.999634282,120.620149111
13,10,14,781.528660737,440.237062843,121.660600066
14,14,15,486.644803536,462.255184107,146.389579884
15,15,16,542.34221551,266.341061431,132.253734712
16,17,16,2683.49715793,373.584487612,112.574552837
17,17,18,1672.57105667,445.530333765,116.919840576
18,18,19,793.111718332,653.710318082,148.468798803
19,19,3,400.005687083,574.478158351,118.951669577
2,2,3,1289.32981263,1148.60249086,139.403634042
20,3,20,2152.3104027,1170.20013149,120.491032459
21,20,21,1544.91703079,481.903834252,145.677709628
22,21,22,513.409120861,259.457798385,121.664556686
23,20,23,2639.25608421,1214.2449184,123.354539732
24,23,24,1267.86572268,741.109475291,129.903115865
25,24,25,1236.84416684,743.385919293,136.450409413
26,26,25,825.956783206,525.228776891,138.118392074
27,27,26,302.406112445,301.768335211,146.102407781
28,16,27,727.025954985,305.154857079,129.126367342
29,23,28,1518.41254353,352.649076351,113.798268093
3,3,4,886.161060882,843.870708887,145.966006328
30,28,29,2024.27448649,338.916459387,147.961493343
31,29,30,1654.71620778,311.995553216,115.584767506
32,30,31,148.115019308,305.120503074,133.27756489
33,32,31,820.771460573,336.009447971,118.88812211
34,25,32,960.598707807,608.695891524,134.414278424
4,4,5,1169.90208629,1194.52225808,144.923550822
5,5,6,1386.20287741,1087.83805667,111.122759809
6,6,7,440.326784384,1065.76197383,124.220205502
7,7,8,854.93183484,868.24821666,139.063718179
8,8,9,810.578987494,1217.27391566,124.192934425
9,9,10,820.578862457,1088.97367723,117.739627605
