pipe_id,node1,node2,length,diameter,roughness
1,1,2,106.980700747,896.629365457,119.933226764
10,10,11,940.029766093,661.346160456,142.675899443
11,11,12,1208.92955959,737.961641539,138.704218427
12,12,13,3701.15681047,595.785080607,121.923642192
13,10,14,816.727857346,446.38159012,139.86753293
14,14,15,530.786208073,379.301009937,125.181079328
15,15,16,589.936470795,316.458460959,121.784730999
16,17,16,2970.25788614,458.470249965,118.754425482
17,17,18,1580.16501527,472.92075608,127.06109748
18,18,19,798.739187911,582.730928625,126.680012496
19,19,3,397.266913314,588.58339529,118.257698493
2,2,3,1221.46866629,1113.46953212,139.82173568
20,3,20,2319.89274668,973.11048988,127.473822245
21,20,21,1503.16789752,558.004750085,142.074373524
22,21,22,546.916682835,270.522243655,133.7624008
23,20,23,2806.18434163,1015.81072492,129.436981521
24,23,24,1127.7715872,769.422054449,128.802289389
25,24,25,1340.99088196,780.040174361,121.128005283
26,26,25,837.274404684,455.79964086,140.932901773
27,27,26,312.423668178,308.680717645,123.735142225
28,16,27,779.044451443,324.502840208,133.018533545
29,23,28,1538.10419274,361.574195255,130.492387384
3,3,4,980.543388339,942.381632009,135.123104881
30,28,29,2014.92672266,393.45686168,130.270325247
31,29,30,1551.1426761,311.438928411,117.12730915
32,30,31,143.143651432,296.803756903,141.282767912
33,32,31,809.481425718,383.525512903,142.504229899
34,25,32,924.070796739,517.001164444,120.11937606
4,4,5,1193.27591698,970.349665611,138.291653366
5,5,6,1418.68740278,931.17393209,128.647171969
6,6,7,441.688391844,991.076508242,137.838380009
7,7,8,859.750671656,958.695082405,133.653017389
8,8,9,767.854899631,901.097703905,128.260723731
9,9,10,747.336982476,1044.73353198,120.950764643
