pipe_id,node1,node2,length,diameter,roughness
1,1,2,93.0588382081,1027.60985683,124.236771287
10,10,11,917.939422298,766.750870783,135.101436096
11,11,12,1272.23597953,782.432031322,134.178824264
12,12,13,3147.86988626,598.962098813,131.297506702
13,10,14,891.043445732,406.919784772,126.330525701
14,14,15,558.122981896,386.849152252,127.348273266
15,15,16,601.63737666,292.44387902,127.912232876
16,17,16,2810.9390126,403.98461323,133.775478256
17,17,18,1906.66728951,520.36775184,128.247502285
18,18,19,814.241195946,590.347824394,135.953644185
19,19,3,443.184521681,595.852103321,134.083140263
2,2,3,1209.23185731,1053.8852668,129.763236946
20,3,20,1871.21531903,1019.38474851,132.805982027
21,20,21,1471.27400914,497.506899129,126.560847749
22,21,22,504.470725505,305.652181903,133.366768969
23,20,23,2838.53007634,1056.41649468,136.490256759
24,23,24,1244.32008372,763.950132617,129.809261477
25,24,25,1263.402542,759.415103613,135.064810544
26,26,25,737.148262863,495.242093895,129.778765451
27,27,26,300.157349153,315.236107051,124.329939633
28,16,27,804.826368958,319.530395812,132.178169989
29,23,28,1697.35464794,416.558669142,125.264814798
3,3,4,990.435437115,1028.30460056,126.565380832
30,28,29,1926.6684846,389.399429781,132.903142585
31,29,30,1783.33777328,315.078604216,129.62013416
32,30,31,133.271766077,313.708970361,135.809053772
33,32,31,784.603292766,396.539054289,133.515479563
34,25,32,1039.97897839,487.301645998,124.053116667
4,4,5,1163.27209823,1043.84995248,136.147933117
5,5,6,1338.62145372,1047.12228954,128.143203826
6,6,7,391.171160337,1017.48726336,131.212152045
7,7,8,910.10810432,1043.50796445,136.204815308
8,8,9,945.285051675,1040.88212044,131.991504401
9,9,10,796.074348191,996.901210876,123.886721367
