pipe_id,node1,node2,length,diameter,roughness
1,1,2,97.3992251321,1000.91642005,128.100795028
10,10,11,1003.45380851,770.383438334,115.830161891
11,11,12,1318.95941129,666.363572662,133.419046156
12,12,13,3383.7748229,557.923775687,114.918162707
13,10,14,774.417378848,401.768662233,126.955170886
14,14,15,459.970399089,383.104774861,144.068990733
15,15,16,517.299218026,329.751404392,117.752544756
16,17,16,2486.79748429,389.480301396,115.427016333
17,17,18,1687.77176962,522.38799902,138.231816705
18,18,19,858.677820154,685.678609681,137.463003505
19,19,3,432.627324386,542.998029391,131.993793679
2,2,3,1348.73671772,1115.17692624,120.647355696
20,3,20,2223.17985934,946.722406658,139.435823452
21,20,21,1538.50534248,541.721026163,125.824897125
22,21,22,503.732097508,297.149410034,147.286953799
23,20,23,2851.08509544,927.443162959,114.340529236
24,23,24,1232.10135796,797.906219177,148.477867682
25,24,25,1309.22064912,661.949809598,139.118227145
26,26,25,911.488018475,489.600079835,121.308754275
27,27,26,291.906514753,322.534707777,122.7623481
28,16,27,793.888226447,311.776996853,138.182777569
29,23,28,1617.00538099,362.217427492,125.492283502
3,3,4,846.960804755,1164.60695258,138.285361577
30,28,29,2069.8051978,466.734832674,116.951723343
31,29,30,1473.78288351,331.281896586,115.794436832
32,30,31,139.699826715,295.553673273,129.166211734
33,32,31,779.308528544,401.205691114,129.073264149
34,25,32,954.625794386,470.922231897,120.581771954
4,4,5,1187.11518202,1140.65182396,136.402886732
5,5,6,1324.51709588,979.542160179,117.956770993
6,6,7,418.610440552,884.764981611,114.532834874
7,7,8,917.163036789,926.058891255,123.085877475
8,8,9,848.312713596,872.397116453,129.721869454
9,9,10,844.469122633,989.638296589,116.742996442
