pipe_id,node1,node2,length,diameter,roughness
1,1,2,100.967175674,864.301779122,134.850619422
10,10,11,987.857551815,649.689198713,153.813782742
11,11,12,1194.79184558,856.375342531,146.48898141
12,12,13,3634.70036719,566.662675079,116.150065495
13,10,14,781.922767307,368.607161971,135.327566027
14,14,15,515.055900809,352.790738387,134.180391947
15,15,16,556.756329937,274.937109838,138.709821699
16,17,16,2630.92411174,352.466519354,138.573934665
17,17,18,1667.08470758,460.602571046,106.517748055
18,18,19,830.399446416,525.584740546,111.011639635
19,19,3,401.511978905,666.38517207,118.354401814
2,2,3,1307.38213171,887.422199452,145.250514978
20,3,20,2309.55674435,999.924569203,128.204424054
21,20,21,1549.77912982,558.462876177,145.992535183
22,21,22,491.283055885,344.205063506,125.813143192
23,20,23,2647.87575278,867.350643156,114.571245589
24,23,24,1200.53700822,701.756322601,133.180002642
25,24,25,1303.83041925,696.976917706,131.339448007
26,26,25,877.086007315,508.039256534,112.440895514
27,27,26,286.684214745,292.009177488,116.706133449
28,16,27,744.530616308,275.653497137,148.761221097
29,23,28,1458.41654846,366.462336685,105.529085747
3,3,4,933.981428562,902.540319323,134.850997129
30,28,29,1974.46983308,372.955786588,139.115308621
31,29,30,1640.97127334,288.125412741,153.069196792
32,30,31,154.212617201,280.714728079,133.148382808
33,32,31,843.815678943,407.684490029,153.085074582
34,25,32,931.918834612,459.567683513,116.470700235
4,4,5,1205.42265997,1035.96571783,113.26418541
5,5,6,1456.13398896,1136.27498932,133.877367144
6,6,7,460.515391303,875.063976228,153.520619756
7,7,8,868.618405485,1107.15643905,135.40808326
8,8,9,881.570132933,917.695893735,110.251540247
9,9,10,787.119476513,1151.88950933,138.337921118
