pipe_id,node1,node2,length,diameter,roughness
1,1,2,92.152170627,1059.83292788,136.233742021
10,10,11,867.799305384,753.708592724,132.356043745
11,11,12,1291.34410969,761.070224241,130.652310164
12,12,13,3258.93285827,585.613753878,133.7577429
13,10,14,784.58745534,405.572169244,124.106576351
14,14,15,441.935037332,404.893138753,123.755748401
15,15,16,618.064844063,319.227540161,123.994313976
16,17,16,3106.31926501,414.450013373,128.984172638
17,17,18,1922.45182558,513.982073896,134.053412697
18,18,19,869.623105984,612.327297353,129.692897944
19,19,3,456.878611421,599.550078747,136.432706527
2,2,3,1507.61937943,986.190721321,123.676165735
20,3,20,2524.01861682,1028.34009524,125.873880025
21,20,21,1629.69433457,510.968676207,126.775073163
22,21,22,574.910044202,302.357455298,133.926445253
23,20,23,2491.44513016,1030.64611651,129.747632087
24,23,24,1300.81796632,772.392588515,126.205103498
25,24,25,1224.30088007,777.936991669,125.798111092
26,26,25,732.921546693,488.999987848,123.6704324
27,27,26,278.45097312,307.047239071,135.445231594
28,16,27,682.96171595,306.832333301,124.705563676
29,23,28,1594.71057531,413.53394034,129.396718923
3,3,4,811.693365339,1028.48843877,129.46117707
30,28,29,1941.28645597,398.260254231,132.765670666
31,29,30,1787.16376024,303.413216361,124.193557189
32,30,31,152.449473552,295.478993147,130.25401264
33,32,31,787.716752032,418.155758741,133.738818692
34,25,32,988.316690848,499.290375662,135.028370456
4,4,5,1234.65994175,1021.03534822,125.250143254
5,5,6,1612.82134715,970.395542962,129.864372028
6,6,7,448.614382162,1040.0530308,131.673352258
7,7,8,753.427693794,1056.9298148,125.473501254
8,8,9,947.881792956,1009.27960727,134.398922397
9,9,10,857.478540189,1034.16511535,132.344769404
