pipe_id,node1,node2,length,diameter,roughness
1,1,2,102.43802248,1070.77813723,135.910946949
10,10,11,964.357174476,711.544052511,123.705962303
11,11,12,1255.78481579,817.038569601,129.242126135
12,12,13,3586.61518551,568.694114016,131.111040256
13,10,14,830.741113338,402.783137802,127.802911899
14,14,15,482.901178519,401.097739098,133.664664018
15,15,16,534.325222468,280.351696503,120.596005164
16,17,16,2689.26899642,392.718541046,124.489659482
17,17,18,1697.12470128,518.066289339,117.352651428
18,18,19,807.389310052,623.458744482,140.617246526
19,19,3,397.818764612,626.905968647,119.448651498
2,2,3,1349.27559679,1003.90056598,121.679903687
20,3,20,2236.72175376,930.380238108,119.197891682
21,20,21,1448.37754086,522.987401206,125.398210483
22,21,22,480.677644944,297.748055017,121.452810257
23,20,23,2568.42829019,1028.68478787,117.295668851
24,23,24,1289.40691825,822.790027768,120.004845683
25,24,25,1284.46159337,800.360052996,117.563707214
26,26,25,824.366412751,465.384784253,142.883844479
27,27,26,303.2925148,295.611111458,122.007599692
28,16,27,719.606650761,292.17833604,128.903655031
29,23,28,1554.58415781,393.241374946,128.931543008
3,3,4,917.696320303,951.01670301,125.662718898
30,28,29,2095.90995645,418.139184691,139.424462902
31,29,30,1635.01669723,327.503133153,127.082881747
32,30,31,151.751894675,285.935088586,125.659592631
33,32,31,834.433912338,394.548104401,139.071902013
34,25,32,958.381897551,551.965370724,135.17491285
4,4,5,1195.6924259,1091.7290315,132.874392925
5,5,6,1444.63380999,1115.87616156,127.103560057
6,6,7,467.315788106,958.420624678,135.441165617
7,7,8,819.415382048,1012.73684378,129.312921901
8,8,9,882.972374615,1038.299101,136.39342139
9,9,10,792.366079637,1096.73754261,131.243314174
