pipe_id,node1,node2,length,diameter,roughness
1,1,2,98.3785436631,972.153330787,145.048641607
10,10,11,941.478978911,788.51684747,135.670805262
11,11,12,1145.33755384,713.389361698,124.284454453
12,12,13,3383.31902451,557.440462593,126.184641259
13,10,14,810.726781375,423.8506445,147.455708334
14,14,15,483.195829578,382.12712245,121.253731034
15,15,16,533.854431344,326.819505989,128.858732863
16,17,16,2696.63302024,430.235017732,119.680088704
17,17,18,1780.36997804,553.258814919,129.016894277
18,18,19,781.079617098,658.782268227,146.836396435
19,19,3,409.502477892,578.086203526,120.03658841
2,2,3,1397.61967582,1113.64329364,117.93084637
20,3,20,2120.75281286,1008.14755972,146.796840199
21,20,21,1537.93094135,538.507174814,116.789733908
22,21,22,523.990864754,317.020693739,129.459990547
23,20,23,2677.67299398,945.366223623,116.547547294
24,23,24,1250.73267645,705.617513954,131.135298273
25,24,25,1239.96165013,780.954303989,135.637106715
26,26,25,829.707772923,478.582373871,125.87465613
27,27,26,288.255283866,300.674152939,144.755542172
28,16,27,768.235864218,292.545530661,138.729009484
29,23,28,1539.80570423,414.862090365,124.606077984
3,3,4,939.730443916,1051.66888961,117.651444322
30,28,29,2015.57574097,395.14122857,148.457427033
31,29,30,1659.84446737,333.700511242,138.6756157
32,30,31,144.082988846,308.856281848,144.670795632
33,32,31,820.144558614,387.651808915,140.426845727
34,25,32,912.802215084,543.079530352,112.734643202
4,4,5,1124.7302592,1033.17434905,139.014356391
5,5,6,1413.31827881,1067.69982714,145.135016542
6,6,7,451.879109768,1093.69194945,137.414893285
7,7,8,812.082902327,1103.79065307,147.012372704
8,8,9,887.420354268,1068.32093743,137.826269434
9,9,10,776.064100452,930.001973513,139.68017047
