pipe_id,node1,node2,length,diameter,roughness
1,1,2,104.39436701,1138.29958046,136.378775357
10,10,11,1038.17163469,828.852924762,128.298468522
11,11,12,1296.86467847,733.71116657,134.371851977
12,12,13,3296.66381245,635.731801907,119.960333323
13,10,14,879.827064474,356.117724876,138.420977478
14,14,15,511.234567391,406.70209869,128.729301612
15,15,16,502.506122263,279.755327665,131.003715563
16,17,16,2628.07440082,355.416831698,122.374832555
17,17,18,1875.82271778,579.614390449,139.745066944
18,18,19,780.119060421,621.77844226,118.227359825
19,19,3,390.992870514,618.474981088,118.288765466
2,2,3,1365.69310022,940.953549446,137.514627969
20,3,20,2214.7053112,884.53449876,139.135259684
21,20,21,1507.58912295,535.915033823,134.878918747
22,21,22,505.964692811,307.284268966,131.735286792
23,20,23,2518.73628568,1011.89406249,131.705106454
24,23,24,1298.50282391,764.112074102,124.113786276
25,24,25,1297.59593881,770.366335826,124.270100672
26,26,25,787.107401729,446.95554445,128.43908489
27,27,26,323.048940314,304.234168193,127.580982645
28,16,27,803.695221061,332.745234684,131.099773748
29,23,28,1462.28854095,438.147345937,121.32526298
3,3,4,901.542113088,1144.28742266,126.78702047
30,28,29,1900.11097313,407.410850363,128.627828776
31,29,30,1734.32057105,331.351088039,119.192924243
32,30,31,163.343115649,301.113749594,137.069026201
33,32,31,853.324391078,360.165148765,140.490775526
34,25,32,1006.96571076,515.79899922,138.058207548
4,4,5,1259.63254515,1154.63954753,136.471175935
5,5,6,1339.9500548,1005.95041112,129.898510661
6,6,7,477.252237844,1104.14501423,119.862064932
7,7,8,843.06959027,881.45645883,121.887802589
8,8,9,819.745209885,1076.85838653,139.058628226
9,9,10,800.622277969,931.397781066,123.410905107
