pipe_id,node1,node2,length,diameter,roughness
1,1,2,112.11273117,949.40898996,132.841928879
10,10,11,1048.04892655,857.420067969,123.808045659
11,11,12,1147.47290734,705.404011995,124.668912627
12,12,13,3487.71806542,588.372010151,126.582697118
13,10,14,892.72001404,352.313894326,131.926271506
14,14,15,547.893873859,426.216255686,134.467863235
15,15,16,577.655280272,279.36715474,125.567117101
16,17,16,3122.70820261,385.304730332,126.004348131
17,17,18,1598.15720815,548.580748653,135.294854663
18,18,19,828.237279258,660.969182464,132.222143402
19,19,3,427.609830714,563.471939805,130.905937485
2,2,3,1454.61953691,918.039028059,133.083554165
20,3,20,1910.80463855,1082.77149663,131.234417322
21,20,21,1348.31937873,550.338773014,128.896253793
22,21,22,445.912581906,332.437283802,124.19360028
23,20,23,2456.74495878,895.750312519,135.481070392
24,23,24,1068.32568027,745.728499839,127.115009184
25,24,25,1443.6339186,858.189433041,129.74021443
26,26,25,892.529140422,477.999113201,125.517915937
27,27,26,301.508887121,283.253006819,124.245404501
28,16,27,643.504761593,272.896614383,127.07565346
29,23,28,1585.86534031,461.304076678,131.27004593
3,3,4,801.238641217,932.959534844,129.827046129
30,28,29,2106.21838489,350.485487613,132.191065214
31,29,30,1478.02754817,275.471978729,135.704491979
32,30,31,162.704070153,301.114533864,133.827017728
33,32,31,981.282004673,371.806579528,136.01959131
34,25,32,1005.65248257,513.146756133,124.378329232
4,4,5,1042.73064786,1099.49010046,124.48414968
5,5,6,1631.15454099,1040.90188345,132.733435814
6,6,7,445.108818542,980.689829054,126.39406788
7,7,8,858.248412636,1167.55661487,123.802385764
8,8,9,956.880686308,956.274859,134.538645718
9,9,10,902.728675306,1086.55188027,130.152328214
