pipe_id,node1,node2,length,diameter,roughness
1,1,2,104.019212319,988.214804735,121.780594209
10,10,11,985.2526615,786.487685907,137.763730079
11,11,12,1215.26551505,783.111590978,134.640210265
12,12,13,3579.23106423,588.401513967,137.546272348
13,10,14,817.870825826,414.561938385,128.349436478
14,14,15,523.887009679,425.380102143,141.318396607
15,15,16,564.6187463,312.201574247,142.239622218
16,17,16,2716.95396882,426.225487347,131.364120292
17,17,18,1736.58446683,527.620353684,122.840194648
18,18,19,762.453492101,595.177995207,132.503692766
19,19,3,399.486503264,621.599182717,128.738714845
2,2,3,1298.44274046,1018.86228072,129.878416393
20,3,20,2175.38603395,1004.42554488,141.641421719
21,20,21,1460.22392659,496.701649501,142.102588473
22,21,22,509.216015423,298.220860699,142.096681705
23,20,23,2693.73355813,980.195118702,121.661237554
24,23,24,1280.92874943,745.167055245,129.912525412
25,24,25,1322.97393429,757.474849433,124.55114423
26,26,25,811.58046967,530.798239181,121.399914401
27,27,26,289.174964333,296.785079174,130.780037486
28,16,27,715.463318667,314.857151903,139.241695739
29,23,28,1470.41591414,424.634446992,139.21844695
3,3,4,909.175043262,1061.12841261,141.147299416
30,28,29,2049.67671206,396.886665233,137.812819713
31,29,30,1679.11019374,293.007976729,120.699916026
32,30,31,156.5750641,308.01397241,136.637273729
33,32,31,890.782556176,394.564740797,125.777390943
34,25,32,913.632878941,487.438294793,126.635659333
4,4,5,1137.05774461,1047.26787578,118.041314487
5,5,6,1446.95852487,1050.12244515,137.583024276
6,6,7,446.432856003,1026.95871861,121.247519236
7,7,8,857.635065177,1010.51679792,135.303313072
8,8,9,875.165755786,977.448706089,134.137663732
9,9,10,813.739126761,975.354047312,136.009435155
