pipe_id,node1,node2,length,diameter,roughness
1,1,2,96.4758982017,1207.80651845,140.065936129
10,10,11,997.71094726,647.443444611,108.324735083
11,11,12,1117.81607521,739.626932518,125.548692439
12,12,13,3838.90181062,644.030598701,117.618524474
13,10,14,781.956903605,388.266601201,153.478030372
14,14,15,481.486653632,368.520256263,149.451339849
15,15,16,546.660100576,270.413519718,109.942885174
16,17,16,2573.06286882,446.843432621,115.618109541
17,17,18,1690.31311752,525.230190691,114.771152121
18,18,19,742.130481155,524.393304774,145.225709749
19,19,3,382.551419633,670.903992215,154.998263779
2,2,3,1229.74884394,816.893074026,119.166303393
20,3,20,2351.34717189,992.806901597,108.802719752
21,20,21,1605.92876194,568.139040987,153.121452543
22,21,22,499.237783494,355.969940213,112.149873216
23,20,23,2822.53178183,1014.44282805,112.457819902
24,23,24,1238.72816388,687.941323251,148.090590847
25,24,25,1424.14846106,859.110041122,135.92318408
26,26,25,799.779237291,463.256712357,106.30268819
27,27,26,292.43848543,340.42852024,139.503093694
28,16,27,722.545990069,328.892665431,111.02551275
29,23,28,1502.01982863,473.686157425,143.412903853
3,3,4,907.670413665,1128.33433224,120.690746942
30,28,29,2053.69440151,378.37280696,153.669782108
31,29,30,1539.00334952,257.551343595,116.993241084
32,30,31,139.636472479,350.660849272,109.672436993
33,32,31,897.059581974,381.222044746,148.801662855
34,25,32,1001.25511808,502.811641073,155.537977423
4,4,5,1187.13556766,1075.48490375,126.689087456
5,5,6,1457.18872198,1096.85004668,152.180141419
6,6,7,408.274146321,916.244224048,130.446164099
7,7,8,910.949730249,1157.63488131,155.247126389
8,8,9,912.422253411,990.996306439,117.952411816
9,9,10,732.526349639,1062.06028788,155.204671693
