pipe_id,node1,node2,length,diameter,roughness
1,1,2,93.1711786051,1000.9715418,135.718987524
10,10,11,1026.5676505,786.687997355,128.683383714
11,11,12,1266.15697691,772.957957526,125.541667831
12,12,13,3207.89015458,604.95441762,133.860882178
13,10,14,680.686221818,430.190255438,131.633575396
14,14,15,554.816947529,346.654717731,127.558360128
15,15,16,634.779972035,305.687526063,124.02001995
16,17,16,2243.72117761,410.368782669,130.632043224
17,17,18,1420.33875147,493.26481465,129.372035885
18,18,19,743.072681008,693.970630288,132.890707894
19,19,3,357.767389312,642.991167113,131.456897174
2,2,3,1229.80759524,977.363914208,128.5570989
20,3,20,1825.96242313,980.097679158,123.983440659
21,20,21,1520.94632787,488.660121981,133.289691597
22,21,22,589.936821195,284.682228743,130.140919903
23,20,23,2684.66599266,948.832059486,135.220495578
24,23,24,1465.8813366,806.299966307,133.640984928
25,24,25,1471.03351938,842.541198648,131.01841997
26,26,25,854.508045254,473.862445278,129.480527225
27,27,26,267.320752269,328.092908272,128.231447659
28,16,27,739.649355157,317.086718416,136.06714482
29,23,28,1543.82156799,441.923250752,126.299800237
3,3,4,775.770699811,1065.57327177,128.527407355
30,28,29,1690.32437718,345.74602767,129.855673444
31,29,30,1449.27179734,290.875060986,130.299129631
32,30,31,162.455629019,315.280869989,133.512216402
33,32,31,854.11476568,370.497881926,124.79183321
34,25,32,1123.02333232,479.110782839,128.455272733
4,4,5,1325.94351153,1160.79337718,132.526825626
5,5,6,1731.00441045,966.53564361,127.623135821
6,6,7,432.302561482,1028.30962949,130.499307583
7,7,8,834.468455657,1007.44296689,129.862094999
8,8,9,884.57688993,1164.07482219,132.513590442
9,9,10,895.276787393,1105.85578846,126.443065282
