pipe_id,node1,node2,length,diameter,roughness
1,1,2,89.940998854,1132.98583741,132.15090606
10,10,11,1002.9542636,872.566863524,130.589515847
11,11,12,1021.32558693,872.190083013,135.260766481
12,12,13,3227.83383844,632.208262216,131.667746475
13,10,14,735.159143742,461.777011915,127.327232605
14,14,15,451.754259696,373.895436485,127.626884625
15,15,16,565.995194885,324.950150673,135.95528721
16,17,16,2698.16674777,386.528502589,131.911151703
17,17,18,1990.38083647,430.173999664,132.147454968
18,18,19,901.614047535,667.145819698,134.840945634
19,19,3,380.113334281,580.858481366,125.261832064
2,2,3,1351.87766596,832.062054437,128.753039497
20,3,20,2473.70988,1008.22713193,126.677049148
21,20,21,1457.66620869,517.284699491,123.549133321
22,21,22,440.360291351,244.851925878,134.685225252
23,20,23,2425.60215955,876.583593162,126.064705745
24,23,24,1264.6149229,877.502371513,135.125889446
25,24,25,1163.62487088,626.878019335,135.966962654
26,26,25,945.457867891,516.6529143,134.913683693
27,27,26,286.239726412,280.850852176,134.549363619
28,16,27,728.360469651,289.126575535,134.400583124
29,23,28,1444.37514,454.309944217,124.298382152
3,3,4,947.704517978,1125.56411444,129.426435587
30,28,29,1949.28104697,451.45275793,133.817708095
31,29,30,1804.77444645,353.140001521,128.479045919
32,30,31,158.556042293,271.256610439,124.674148936
33,32,31,971.585400226,427.947162812,125.47906676
34,25,32,1060.66281181,551.611534655,129.68379282
4,4,5,1287.8542783,1132.44532635,124.996838675
5,5,6,1428.84828727,899.884795176,136.03116579
6,6,7,485.977755347,878.752936229,135.863266774
7,7,8,888.115513136,1094.71115445,135.123189884
8,8,9,948.212399652,911.363160446,126.991459085
9,9,10,864.971549479,901.901160903,136.120855638
