pipe_id,node1,node2,length,diameter,roughness
1,1,2,87.5906091549,972.518878168,122.0409572
10,10,11,1068.49214132,872.297847475,133.884793409
11,11,12,1296.78688421,667.075407983,125.928045981
12,12,13,3842.8346948,519.73503058,129.029070745
13,10,14,766.64081896,412.943658113,133.322454625
14,14,15,533.316908108,357.465225028,132.704852071
15,15,16,588.38261727,278.39023255,123.368221805
16,17,16,2872.95704658,346.185239808,130.290060045
17,17,18,1517.99857457,563.146633113,117.433225397
18,18,19,863.363743363,651.092836521,118.322524962
19,19,3,386.294784062,545.014778222,131.126253722
2,2,3,1325.53247659,1058.80755029,119.238513782
20,3,20,2002.26902003,1045.75973425,140.49398219
21,20,21,1657.49000468,546.095494097,128.406234986
22,21,22,522.141092742,331.350029306,127.675530242
23,20,23,2283.06645758,1039.96383556,141.065922137
24,23,24,1280.19240244,829.241861852,122.50741818
25,24,25,1288.89397961,653.830479378,131.514428088
26,26,25,967.760180958,516.055855416,127.072436693
27,27,26,271.717698284,325.048433279,127.428022856
28,16,27,724.51630049,276.159194336,124.106479957
29,23,28,1724.17511029,365.103541771,118.678974537
3,3,4,920.32930896,1060.1266424,120.282034083
30,28,29,1788.72125062,430.736437262,134.127278027
31,29,30,1472.27381128,337.17395179,138.670463763
32,30,31,139.752753621,291.775416164,136.352599077
33,32,31,922.435028676,459.66475134,130.950187368
34,25,32,949.083687865,518.745482329,126.050103189
4,4,5,1195.92540555,991.906284667,138.069526075
5,5,6,1480.54962419,903.489246763,137.335415401
6,6,7,505.165690357,1065.46644999,142.72174426
7,7,8,871.248281033,949.815216106,130.116987301
8,8,9,932.430476918,984.424019891,127.421830138
9,9,10,892.485465609,1092.57991417,141.680587647
