pipe_id,node1,node2,length,diameter,roughness
1,1,2,90.7591240344,982.53408663,110.50710068
10,10,11,926.236441104,652.509199384,121.58275044
11,11,12,1263.70623756,775.679747721,116.679693938
12,12,13,3189.91542203,697.926576535,118.573761331
13,10,14,874.662415278,414.684126268,115.685691309
14,14,15,531.895015855,410.335321721,119.494520807
15,15,16,502.021747845,329.582624458,153.023695737
16,17,16,2895.10192234,441.932632629,113.628236535
17,17,18,1592.99422638,456.473959711,150.380627434
18,18,19,762.601424471,672.510298042,114.736247488
19,19,3,382.29415452,608.000604373,143.481836559
2,2,3,1477.78680173,1096.59728391,126.764890847
20,3,20,2142.4805374,893.108725284,128.703672716
21,20,21,1400.14034282,543.097492152,153.561239639
22,21,22,468.999698149,292.472096293,111.001268131
23,20,23,2508.39585907,1110.7750193,137.522183049
24,23,24,1227.23937551,681.575562519,122.194974939
25,24,25,1294.66261372,734.789270019,121.328132552
26,26,25,884.896747327,562.55814628,105.074043719
27,27,26,288.561339341,287.172691789,116.411848366
28,16,27,740.697590562,282.630550222,104.772659032
29,23,28,1409.92856543,466.87141721,152.407459026
3,3,4,812.259767546,1020.91441701,104.473293525
30,28,29,2176.30865778,354.158827645,118.496149053
31,29,30,1737.45674556,327.093183655,134.350016648
32,30,31,151.478473725,271.405634151,131.639939676
33,32,31,811.372507401,425.452290504,121.083593773
34,25,32,860.57318872,434.077132526,117.553950079
4,4,5,1071.28449841,935.036669822,142.788788414
5,5,6,1375.1277464,923.416514746,121.691142147
6,6,7,415.52284222,1116.98634228,116.816132661
7,7,8,865.67683571,1120.74289818,126.908674802
8,8,9,881.379731595,893.406939433,147.678211418
9,9,10,781.418783835,905.591750258,130.128528264
