pipe_id,node1,node2,length,diameter,roughness
1,1,2,98.820171491,923.937983498,126.102796409
10,10,11,985.912932573,797.748895576,134.406797299
11,11,12,1318.16650745,748.752488364,129.733586283
12,12,13,3805.84685979,627.905275148,135.356831871
13,10,14,805.715169322,391.830322042,132.752510605
14,14,15,470.095379002,390.039000151,126.572078933
15,15,16,577.496446726,312.163237001,135.133127092
16,17,16,2512.19904533,393.403518697,131.519926667
17,17,18,1673.92144664,524.79930288,133.653516757
18,18,19,845.7857745,576.778455636,128.75759121
19,19,3,399.713521991,553.36543303,125.520067171
2,2,3,1384.23696089,915.04062073,131.270526577
20,3,20,2136.97250489,1045.22564007,127.373615859
21,20,21,1478.31076566,518.386962989,128.120355794
22,21,22,467.764897804,281.784595539,127.677093116
23,20,23,2420.68082856,1082.81579815,134.971902311
24,23,24,1304.99094014,691.96545648,136.066706052
25,24,25,1325.13604876,827.207052612,130.663583635
26,26,25,906.048018169,516.602712921,133.413224255
27,27,26,325.778033379,281.870084569,127.070286475
28,16,27,811.672055182,328.097776401,127.989116869
29,23,28,1385.65216717,378.740279875,128.237300575
3,3,4,858.626282005,1092.9837798,129.586922821
30,28,29,1889.02984108,385.853494734,130.919298646
31,29,30,1465.11894885,292.97884246,134.540921902
32,30,31,136.137230524,313.62485906,129.987652787
33,32,31,833.478304717,441.178384733,128.483164209
34,25,32,924.797867405,496.525921653,132.023030431
4,4,5,1093.21024083,1039.43653186,131.237092338
5,5,6,1375.39287856,1080.4371616,131.966412572
6,6,7,420.164337802,983.070338326,128.186910392
7,7,8,797.713646372,1026.2485303,134.333155306
8,8,9,862.63807824,1062.91478544,128.588586731
9,9,10,848.402270615,925.224896522,124.427242945
