pipe_id,node1,node2,length,diameter,roughness
1,1,2,102.710785219,1127.03416969,147.046602932
10,10,11,993.537831674,735.245747173,116.84666558
11,11,12,1080.15183555,740.118567565,135.017904474
12,12,13,3650.40133396,642.455348153,139.728079031
13,10,14,813.315447844,439.764340798,143.16687823
14,14,15,491.092588523,415.74378599,136.120482798
15,15,16,591.534148544,286.529982271,147.127662437
16,17,16,2660.00273516,455.385732246,113.872799233
17,17,18,1726.81815775,583.958262818,149.418606977
18,18,19,879.973762348,569.08143379,111.622629716
19,19,3,412.166540265,577.000675632,125.739573141
2,2,3,1424.84571734,1055.97869043,141.69504429
20,3,20,2365.88503082,1127.42167428,119.554461605
21,20,21,1401.20080679,553.021963006,131.849947829
22,21,22,465.498652074,333.87676604,140.020022718
23,20,23,2893.8253575,937.209181381,137.746831698
24,23,24,1248.24544464,838.615275011,149.23176296
25,24,25,1405.52382193,721.272476873,131.612084961
26,26,25,914.484858388,546.8079833,144.724082472
27,27,26,301.506329156,315.288079345,129.599529525
28,16,27,688.640415035,344.938209041,128.32965896
29,23,28,1580.6115516,457.944645292,148.437150118
3,3,4,839.573214636,1019.67820453,130.296613966
30,28,29,2010.31514404,459.981847482,120.064084035
31,29,30,1601.55476532,342.432045947,122.405789698
32,30,31,137.207470461,296.084067511,124.043453001
33,32,31,786.414117404,407.557680669,112.972549672
34,25,32,930.064047335,529.76137478,110.683222218
4,4,5,1185.25907263,1066.3152358,114.663976932
5,5,6,1444.43056615,1018.39940566,132.368316252
6,6,7,471.880775761,1122.18216341,135.490927771
7,7,8,873.675549688,1058.06657508,120.736903975
8,8,9,803.878487476,1128.72537214,141.619456973
9,9,10,753.685087966,1060.15109019,135.438157783
