pipe_id,node1,node2,length,diameter,roughness
1,1,2,92.1876907649,1032.27059009,111.252834331
10,10,11,974.676897525,769.304649038,126.630547104
11,11,12,1248.44167161,761.264401869,134.192559191
12,12,13,3499.13308298,626.935501219,130.192181098
13,10,14,855.005310602,409.23898144,114.539282696
14,14,15,460.98606052,391.444372134,134.53085933
15,15,16,514.490704559,302.351409262,134.623188921
16,17,16,2796.2586588,388.23850887,123.449223867
17,17,18,1711.68277446,532.260549814,134.468545562
18,18,19,873.33717108,638.345119773,116.935568258
19,19,3,392.580200343,623.491342021,127.618295037
2,2,3,1259.36610577,1017.18979718,130.215205862
20,3,20,2041.26713395,1033.99654676,125.516773195
21,20,21,1623.45882256,522.078249288,119.01896413
22,21,22,495.142124358,296.869548223,112.822007642
23,20,23,2427.96908504,990.426209404,143.041940364
24,23,24,1237.09420688,746.603273102,121.771459987
25,24,25,1122.19229404,751.350180586,141.338006604
26,26,25,783.59443873,508.817252837,123.441277589
27,27,26,321.46852339,291.353931851,131.072705923
28,16,27,740.114618662,308.232346444,135.079671977
29,23,28,1420.09157563,387.346620282,144.321429674
3,3,4,872.314546322,1011.78030884,115.493910199
30,28,29,1868.68028551,416.184435285,121.980262062
31,29,30,1449.32333329,311.023880058,124.138682524
32,30,31,154.836231939,315.487890178,143.047728875
33,32,31,946.199969173,401.521879763,123.854295486
34,25,32,841.744770513,516.620284391,134.536407352
4,4,5,1145.62546646,992.244796641,135.518056376
5,5,6,1511.97083993,989.454608859,128.138949375
6,6,7,458.577520305,1050.83655288,121.542417688
7,7,8,911.514907083,974.990214502,112.976670256
8,8,9,913.002981861,997.083132454,122.192929807
9,9,10,813.862415482,1007.41143705,138.879262537
