pipe_id,node1,node2,length,diameter,roughness
1,1,2,96.7089848649,1050.25775651,118.526398224
10,10,11,988.751581881,753.293101761,134.112085235
11,11,12,1170.53047058,757.015059609,128.834087297
12,12,13,3632.14297664,599.995167756,133.983359722
13,10,14,835.230605802,406.556372234,112.745398817
14,14,15,520.213120299,412.300465321,140.715036929
15,15,16,524.605488856,309.119379124,110.774935073
16,17,16,2727.79998449,407.311552487,125.727131199
17,17,18,1752.8658461,525.36269055,142.945541604
18,18,19,815.365997698,616.25560797,132.155765582
19,19,3,410.875604009,602.753173698,129.871910951
2,2,3,1415.24322386,1009.0800473,142.568244231
20,3,20,2164.65491762,1066.08981919,110.532778648
21,20,21,1481.02625706,486.702583026,149.257528637
22,21,22,487.627032616,301.325699358,147.142621197
23,20,23,2738.38639358,1063.31445577,133.583290345
24,23,24,1218.88385486,756.560328146,143.88485204
25,24,25,1267.82978493,788.283997589,118.568200586
26,26,25,865.962138379,525.361742984,120.662449249
27,27,26,309.166709801,319.006870351,113.768181456
28,16,27,716.893368252,302.965516664,139.148986727
29,23,28,1473.95782597,418.230089132,135.187547298
3,3,4,879.603800145,1024.71277708,126.806059931
30,28,29,1998.33276785,401.011504059,132.281538152
31,29,30,1538.01277958,293.318940312,126.111748911
32,30,31,145.338385712,294.279043675,117.149888318
33,32,31,894.741489122,411.599076721,132.829062364
34,25,32,911.944121044,499.142761549,149.374229619
4,4,5,1188.42137982,1046.76851485,119.346508086
5,5,6,1451.85076165,1004.78617466,136.127887723
6,6,7,427.939894251,986.358378799,145.760404848
7,7,8,811.034710684,1030.66390731,121.032962581
8,8,9,863.95720932,1047.98958325,135.331716837
9,9,10,795.443645309,1027.31920132,125.25076175
