pipe_id,node1,node2,length,diameter,roughness
1,1,2,101.613523957,873.578294621,121.870389639
10,10,11,882.78372029,797.601438166,145.04692141
11,11,12,1138.36519658,741.838727462,122.399238297
12,12,13,3340.40582879,677.430221765,109.6894774
13,10,14,812.086510966,417.612391361,154.816672201
14,14,15,514.384737854,443.390838739,126.474216657
15,15,16,501.792419429,278.91222433,121.9659723
16,17,16,2843.66728096,423.398540388,134.615651047
17,17,18,1724.14933835,445.789722813,151.776388456
18,18,19,726.928809213,554.097077646,112.153410601
19,19,3,438.965161092,647.098557513,154.778188166
2,2,3,1463.60847443,971.061254896,131.42854604
20,3,20,2002.34963713,1161.33415195,126.570635597
21,20,21,1402.19598104,446.635049532,117.740442227
22,21,22,502.579538042,299.55850707,128.345849104
23,20,23,2826.53767232,1130.04216054,111.255401314
24,23,24,1213.15662926,756.363752001,119.254979615
25,24,25,1175.00856091,729.609630277,145.552705264
26,26,25,769.720031265,494.485493906,135.372168063
27,27,26,313.549255638,273.888266583,110.869525029
28,16,27,697.886611716,261.91710373,105.419227559
29,23,28,1430.81992976,465.358119366,141.754262624
3,3,4,969.507739793,892.617823624,130.571649197
30,28,29,1999.87322821,429.755939426,152.246018315
31,29,30,1736.09992268,298.750048566,120.46059292
32,30,31,141.962302338,314.556085463,105.868750889
33,32,31,919.634592522,358.984415501,131.949231595
34,25,32,1033.23048506,578.138038393,106.585790443
4,4,5,1130.88556831,927.637804869,126.307236638
5,5,6,1502.51585722,1057.94840894,124.291429319
6,6,7,453.286562194,1085.46062519,111.148291865
7,7,8,897.362049184,878.463203938,123.293208926
8,8,9,800.691292433,1046.03931305,114.837148034
9,9,10,818.490737611,898.362643759,144.737287238
