pipe_id,node1,node2,length,diameter,roughness
1,1,2,90.062711531,1025.8574686,131.621724469
10,10,11,882.644711191,782.388614363,134.244090528
11,11,12,1069.31040913,732.092612947,126.441747671
12,12,13,3681.04395033,596.672021037,127.993705172
13,10,14,728.741524915,396.550354226,126.693447361
14,14,15,429.395452734,415.188394331,125.160354674
15,15,16,468.953104533,292.30992488,132.419475685
16,17,16,2353.87763117,403.532302211,130.822506268
17,17,18,1796.74478675,484.142606495,134.567971587
18,18,19,794.90319076,622.806855618,129.660625107
19,19,3,375.745094254,638.566752281,128.335097
2,2,3,1353.49794283,1019.60532908,127.281310699
20,3,20,2190.60410789,1024.60853607,124.053888574
21,20,21,1709.4029948,505.93541029,131.693554575
22,21,22,568.905383267,295.409644101,132.607849336
23,20,23,2553.3462523,1031.67040671,129.978654226
24,23,24,1080.01032934,759.875442895,133.846638879
25,24,25,1411.85158213,740.887099002,135.736151144
26,26,25,975.436235034,524.441333717,134.769666982
27,27,26,299.412262095,305.215295749,129.527246689
28,16,27,752.137365783,315.819430576,136.376384701
29,23,28,1616.67675294,395.03585599,128.70126325
3,3,4,883.462364374,1049.90519534,128.120673796
30,28,29,2073.1800742,395.217097851,133.598101038
31,29,30,1714.84676168,294.423850741,128.417326605
32,30,31,131.995185317,297.028119072,128.103865693
33,32,31,805.791218197,399.678526241,131.95131194
34,25,32,819.121318143,532.465847108,136.0950569
4,4,5,1131.04327139,973.163882925,131.017642899
5,5,6,1515.59670069,1027.66552974,127.717639491
6,6,7,476.871930109,1044.69764231,130.234935895
7,7,8,975.71474916,1037.80081697,129.593146193
8,8,9,762.992104291,1063.70759229,127.021085868
9,9,10,891.022284505,993.558563298,124.632624362
