pipe_id,node1,node2,length,diameter,roughness
1,1,2,90.6660712528,1068.21717318,113.228139018
10,10,11,954.443031442,828.373751987,143.04157923
11,11,12,1293.78455002,690.832809581,118.689469303
12,12,13,3161.08715349,629.137004334,131.353417831
13,10,14,733.945437984,441.98756421,121.83301074
14,14,15,487.876272699,419.147984128,136.930825641
15,15,16,566.944304992,279.573939375,113.976402395
16,17,16,2881.02808893,386.771257052,125.346827708
17,17,18,1905.0459606,491.518474998,118.402605874
18,18,19,832.148727938,592.728877268,112.29790974
19,19,3,363.266414959,611.778635652,113.403805786
2,2,3,1371.23949511,924.935360104,122.750612714
20,3,20,2080.16621266,1105.30738553,135.236301901
21,20,21,1422.23458985,541.8412998,147.948001486
22,21,22,510.645801344,287.686953794,126.846774105
23,20,23,2519.54172666,1022.28852623,115.968792445
24,23,24,1154.52855419,794.958252909,122.230100673
25,24,25,1319.94183146,704.077820701,113.475892514
26,26,25,934.538604567,463.713284256,113.779762467
27,27,26,272.261580248,292.156445474,140.373466229
28,16,27,771.764019373,333.491298674,132.125598085
29,23,28,1523.31715058,406.620781263,141.177847359
3,3,4,823.625436709,1049.09116302,135.865359957
30,28,29,2004.64373373,369.426462753,133.778661587
31,29,30,1496.40503587,322.853856672,123.517164997
32,30,31,144.609827762,282.207077748,116.703939666
33,32,31,897.292168218,400.029283295,139.751585839
34,25,32,880.029432414,539.746572955,127.272081625
4,4,5,1171.22798629,938.501841915,132.220670068
5,5,6,1512.72636686,1033.83302768,112.414913935
6,6,7,438.356065843,978.520750097,141.736256661
7,7,8,797.459117879,974.562251636,132.928573775
8,8,9,913.881524299,1079.3778267,145.828408192
9,9,10,825.457690136,991.04721964,121.636592975
