pipe_id,node1,node2,length,diameter,roughness
1,1,2,89.4821277583,971.314876864,139.020795129
10,10,11,776.446244897,727.216773365,130.625435205
11,11,12,1231.65208944,795.451902099,116.013649039
12,12,13,3141.18533916,616.10963722,125.726699219
13,10,14,807.362780326,419.008663617,117.603930863
14,14,15,449.373385345,405.147613163,144.060276672
15,15,16,556.658155679,318.841583994,122.581138935
16,17,16,2305.08099731,423.638898691,135.241514146
17,17,18,1830.432457,531.394190559,146.209274808
18,18,19,958.578383383,628.11867397,142.552559523
19,19,3,326.051120851,587.962736641,134.716336159
2,2,3,1309.44475219,1040.58239536,142.403373375
20,3,20,1767.82114142,989.521484077,147.401082697
21,20,21,1586.54853772,529.827453771,123.879761088
22,21,22,551.784039433,295.757479976,139.103298664
23,20,23,2805.66227114,1059.22022347,115.134211268
24,23,24,1418.72502463,724.361672104,135.960206125
25,24,25,1251.05082059,779.432336155,124.224227446
26,26,25,817.13386021,506.547093312,129.768082734
27,27,26,326.087292789,300.868989549,110.815270068
28,16,27,862.701180357,304.374504206,148.782588565
29,23,28,1711.68011122,419.423741798,119.25588316
3,3,4,1025.78208589,971.396378924,139.839517009
30,28,29,2069.3984953,403.666095811,122.629494371
31,29,30,1446.57561341,307.677463386,135.715285925
32,30,31,130.452044905,304.38050168,118.007289359
33,32,31,836.940819809,414.166724997,120.71385776
34,25,32,1050.81907386,530.635751923,134.82661975
4,4,5,1010.31515032,1047.95382666,148.631122606
5,5,6,1635.37796102,965.858826661,129.441850043
6,6,7,451.738177655,1029.94874437,139.904429922
7,7,8,810.959195225,998.868296857,133.86256419
8,8,9,834.691488991,1062.37073774,120.547123152
9,9,10,814.897161275,981.143731674,149.381452269
