pipe_id,node1,node2,length,diameter,roughness
1,1,2,101.465007881,954.182309798,134.495199081
10,10,11,866.009987409,703.583365898,120.140818591
11,11,12,1101.62163774,727.950043406,111.586229403
12,12,13,3630.19303271,588.625832405,123.649126545
13,10,14,847.969465887,438.018775344,117.686492868
14,14,15,470.078192726,435.732300135,124.471446296
15,15,16,548.781833042,285.287327293,131.46434213
16,17,16,2483.4175453,426.941654473,120.53978156
17,17,18,1757.58059724,474.516389934,119.817513677
18,18,19,763.079500571,665.222479176,116.619256753
19,19,3,399.25295776,617.981313493,138.948037068
2,2,3,1253.87980524,1086.22341946,138.008240689
20,3,20,2405.83129736,980.832891873,140.664874686
21,20,21,1387.76127912,539.954882598,143.435361489
22,21,22,505.466440306,335.123880397,114.707642815
23,20,23,2437.99820353,1101.44145328,145.80964563
24,23,24,1266.10993187,833.055121222,147.612012586
25,24,25,1331.51618975,777.664618863,140.212387387
26,26,25,893.442192052,512.123440602,126.825297309
27,27,26,305.586382524,284.579554466,134.064996012
28,16,27,701.740622058,303.61924255,137.399944085
29,23,28,1511.56444275,385.956670232,136.808744912
3,3,4,933.735952455,994.012335908,134.242117013
30,28,29,2047.18291273,412.229679543,126.101063444
31,29,30,1513.97869546,320.259753767,134.837292938
32,30,31,140.737212717,318.969421139,140.805417349
33,32,31,848.924881261,406.408504716,121.714118112
34,25,32,949.153309598,458.566195972,113.789574745
4,4,5,1092.61200355,986.973949223,141.15346323
5,5,6,1570.73359117,1011.44769395,137.11685114
6,6,7,492.927568169,1016.35598159,113.444742114
7,7,8,810.920024427,1002.77308191,132.956011546
8,8,9,766.976090936,1016.19307624,142.638082761
9,9,10,850.87421664,1033.56203129,132.584031176
