pipe_id,node1,node2,length,diameter,roughness
1,1,2,111.956418698,961.924713244,119.443041086
10,10,11,1084.62468618,626.615997588,126.055201111
11,11,12,1089.48221829,806.064266149,119.301287521
12,12,13,3716.60392737,606.374002633,141.028958533
13,10,14,737.322508271,366.495733024,124.672959002
14,14,15,548.657287741,386.37451162,131.543224353
15,15,16,500.577401747,304.656869556,131.923606957
16,17,16,2964.15616954,446.738909528,118.76933096
17,17,18,1585.39727778,469.400584803,121.336415541
18,18,19,852.323223649,628.615602147,122.407313702
19,19,3,402.754629806,687.288608142,129.397870192
2,2,3,1345.15349021,980.371604168,134.406665956
20,3,20,2169.15120029,1118.08009918,128.688278635
21,20,21,1538.20230862,482.434192253,131.098780723
22,21,22,428.02480861,355.07233463,132.863205772
23,20,23,2887.22465694,1067.47343393,126.19224768
24,23,24,1063.01838956,715.418333931,138.624937707
25,24,25,1358.9475902,820.468528033,117.260645485
26,26,25,802.539655921,593.652246669,118.912062118
27,27,26,284.016510404,324.017407009,121.088896614
28,16,27,822.381528488,329.255274293,137.851722202
29,23,28,1481.29759887,445.279638193,141.329282714
3,3,4,902.045595298,952.755484848,124.510936406
30,28,29,2237.50506435,476.031144774,121.667013997
31,29,30,1686.19694437,283.705739792,128.23426487
32,30,31,137.071094152,301.574710336,135.659401656
33,32,31,801.00283127,434.800802239,134.004831863
34,25,32,976.788743537,506.598770379,126.202379193
4,4,5,1115.78299049,851.731435592,128.548191097
5,5,6,1507.00389844,1211.57659555,140.031830492
6,6,7,401.755596836,924.074993591,134.825087834
7,7,8,875.175193428,879.300465952,119.003743918
8,8,9,879.294211644,973.990754471,141.47214992
9,9,10,834.897161966,1119.46704247,120.678801117
