pipe_id,node1,node2,length,diameter,roughness
1,1,2,104.980635352,977.201681844,130.066283463
10,10,11,1013.62957308,688.393208769,146.18416937
11,11,12,1024.07101602,825.825316134,112.489706834
12,12,13,3669.94868064,583.432255452,133.660118406
13,10,14,700.264709439,366.742574735,133.054667145
14,14,15,455.481548745,417.558554247,142.340731834
15,15,16,482.804495523,331.909754876,147.163694845
16,17,16,3032.45056994,369.178536702,130.717316014
17,17,18,1990.26565601,489.555367896,110.950223927
18,18,19,911.298862711,592.77537408,121.485513075
19,19,3,377.303704085,634.285206113,138.824866639
2,2,3,1481.77839445,919.433604048,146.076116663
20,3,20,2488.86045715,957.56869881,135.536115295
21,20,21,1411.38011617,544.285703331,134.490815569
22,21,22,530.458841898,302.222369598,122.441882703
23,20,23,2934.01285618,1039.90428574,117.828331066
24,23,24,1229.75908856,755.155538008,136.531037556
25,24,25,1226.52706813,770.209395447,146.478129534
26,26,25,860.717565565,547.860402875,123.671696471
27,27,26,310.341194649,326.952374577,144.577589171
28,16,27,766.367147762,285.29669075,114.473003842
29,23,28,1697.96298542,427.538159884,120.181322534
3,3,4,949.889165608,1095.71875451,114.079557674
30,28,29,1889.22294906,423.816003623,144.882297271
31,29,30,1753.77281935,327.370759625,114.836214176
32,30,31,168.314736327,282.714886158,147.1552902
33,32,31,969.157426484,401.846506074,125.102753294
34,25,32,875.606493582,542.559126056,144.523693001
4,4,5,1303.73328909,1011.76435239,117.368041288
5,5,6,1276.3684427,992.38595879,132.125564591
6,6,7,501.865234323,917.806735236,134.276534054
7,7,8,770.59589233,964.891109589,125.960030304
8,8,9,833.463372681,1061.12851748,116.368385179
9,9,10,815.432698694,1109.5365677,127.67909882
