pipe_id,node1,node2,length,diameter,roughness
1,1,2,87.8986971972,1006.99937434,133.929106112
10,10,11,875.992704298,726.278830187,125.649237402
11,11,12,1152.99106229,843.371852462,128.837019962
12,12,13,3864.35213653,565.189806056,125.053268922
13,10,14,779.240525649,329.307214887,129.050708409
14,14,15,444.010491372,412.644411983,136.274236576
15,15,16,578.2444959,319.555027773,134.049652034
16,17,16,3045.63586077,411.692866872,128.833812586
17,17,18,1640.04571334,514.390038056,135.128437301
18,18,19,900.52060398,647.006315212,131.720071905
19,19,3,400.928490521,544.198392171,127.494977863
2,2,3,1199.00616033,1203.02844914,127.506342753
20,3,20,2510.45796711,1042.71709076,132.651987701
21,20,21,1490.56446139,588.327790784,133.848667563
22,21,22,567.518903786,281.145613328,129.486291636
23,20,23,2506.79936184,924.768048657,124.29231266
24,23,24,1107.4833935,905.593460075,131.416808655
25,24,25,1232.82095741,891.593686531,136.130425023
26,26,25,818.855634952,468.233829823,126.99502516
27,27,26,294.74711706,323.031610701,127.70128735
28,16,27,661.336546498,280.676989814,133.601406333
29,23,28,1457.26975383,362.139044164,127.488406273
3,3,4,915.365326255,1189.54504914,134.937221436
30,28,29,2221.54338159,361.723869865,125.604499434
31,29,30,1736.70901118,339.509481376,129.284780886
32,30,31,147.318090002,317.980775333,134.018884794
33,32,31,822.73110774,474.997086511,135.033585945
34,25,32,899.216966205,474.12598203,136.385153553
4,4,5,1196.5240366,987.957658006,130.169764326
5,5,6,1475.50147953,989.248011049,136.353225868
6,6,7,517.463291325,833.109270721,126.753935089
7,7,8,752.601347419,978.156037273,123.841984846
8,8,9,764.485899708,1068.6785419,135.381594352
9,9,10,711.413142159,1123.3964861,132.257732548
