pipe_id,node1,node2,length,diameter,roughness
1,1,2,86.0946031293,829.291269799,144.64094038
10,10,11,882.282205985,693.892514884,113.676081769
11,11,12,1335.68447147,711.675467121,142.22404689
12,12,13,3419.56316404,578.20634568,122.654634672
13,10,14,741.098861645,475.354078342,113.706270764
14,14,15,518.721827859,442.461495477,145.969393148
15,15,16,625.071301158,266.801372229,115.648284174
16,17,16,2475.89929483,366.443570526,124.403975545
17,17,18,1512.04183726,520.756877384,119.029434362
18,18,19,892.789857337,630.81725869,133.831876871
19,19,3,354.038618862,523.511675392,129.789226672
2,2,3,1315.90391294,952.489533875,114.767613928
20,3,20,2114.55021514,835.882341701,127.747470594
21,20,21,1331.00847868,444.539249608,115.155542124
22,21,22,490.85847494,293.015866558,139.327819202
23,20,23,2670.47737683,992.61920618,126.469007963
24,23,24,1046.43261541,652.001239972,120.512679666
25,24,25,1290.73251228,702.48838416,149.372457994
26,26,25,783.944517511,555.732542738,128.170329172
27,27,26,319.117176857,313.585364509,134.153577661
28,16,27,771.704216365,348.02373276,126.021981522
29,23,28,1344.70496871,473.411568302,142.206503586
3,3,4,980.35836091,1001.36724565,145.453746652
30,28,29,2160.11588178,375.886468183,140.065218861
31,29,30,1464.54747972,312.997667734,142.345888299
32,30,31,143.784374147,360.246057898,115.171788283
33,32,31,890.965988733,486.57231872,144.4568063
34,25,32,947.064686578,475.096900978,121.399950081
4,4,5,1264.15617079,873.303114268,135.41124034
5,5,6,1506.45510923,1023.97682681,112.683874
6,6,7,439.750211577,885.19262918,131.505961853
7,7,8,820.454008569,1050.59149414,122.948806491
8,8,9,851.977215888,933.723762447,133.445937669
9,9,10,789.446484276,826.269324114,120.586190464
