pipe_id,node1,node2,length,diameter,roughness
1,1,2,102.342012641,1149.81676628,148.536814721
10,10,11,933.77744293,769.335837181,128.234719165
11,11,12,1200.47521012,783.273317285,139.802628246
12,12,13,3558.23381466,542.91417202,133.519414401
13,10,14,831.259719818,394.90312008,135.211428675
14,14,15,522.932616112,380.831705108,134.404577048
15,15,16,541.636647732,329.317851536,132.905263411
16,17,16,2607.56153387,435.966501805,126.88175741
17,17,18,1709.48816459,476.178562301,112.945968793
18,18,19,835.695220632,573.871987224,135.897984947
19,19,3,386.844934806,590.197116468,131.421565647
2,2,3,1305.49838001,883.144662631,119.835007891
20,3,20,2122.78165214,1003.16205735,144.087672992
21,20,21,1558.97958268,540.49486254,133.655063746
22,21,22,522.430794512,340.196144028,113.525384829
23,20,23,2630.66498931,1159.58069735,129.418966394
24,23,24,1211.72865179,774.354892701,122.953254342
25,24,25,1278.06852351,838.453354868,113.920850532
26,26,25,823.381570731,583.589325383,116.026821349
27,27,26,299.243123321,271.457939742,112.907622776
28,16,27,758.540972898,289.043548951,137.116971737
29,23,28,1478.95073867,442.373236137,130.323194715
3,3,4,875.709388091,1136.14890171,113.437960235
30,28,29,2068.58605261,411.996988304,111.904641049
31,29,30,1580.74024534,272.429157194,136.526930781
32,30,31,144.817191621,331.251784228,135.6004298
33,32,31,898.836147698,445.769917197,112.82451174
34,25,32,914.342094758,452.621875912,137.777277096
4,4,5,1142.37938188,962.681167986,120.208613656
5,5,6,1437.04852534,1021.68290168,120.113366047
6,6,7,429.902668994,929.472413305,133.588328627
7,7,8,844.704318653,990.464379114,115.066617718
8,8,9,871.452607131,1041.94108223,129.735386055
9,9,10,830.790025844,1115.56235106,149.061239565
