pipe_id,node1,node2,length,diameter,roughness
1,1,2,104.711677232,1082.11336222,119.492892748
10,10,11,975.043251494,745.388054362,130.97185966
11,11,12,1225.44955879,667.209880702,129.847431647
12,12,13,3641.21928253,555.121869264,133.668314698
13,10,14,810.952552259,394.324753637,123.145984446
14,14,15,475.086380682,346.848222267,136.823187991
15,15,16,569.047078494,281.001997572,128.836282117
16,17,16,2679.50351049,418.831222516,111.274903471
17,17,18,1670.24728187,436.915074301,137.46403289
18,18,19,834.628311828,630.800468961,122.567505431
19,19,3,393.633454417,679.510736855,133.123341181
2,2,3,1349.47622529,925.793141775,135.156662965
20,3,20,2200.51427539,1134.35382247,134.621237376
21,20,21,1476.52778445,514.60482433,111.080584468
22,21,22,492.625166003,288.651144461,147.291465074
23,20,23,2716.26232386,1054.05827265,117.778451285
24,23,24,1198.36921939,783.726641945,148.191720979
25,24,25,1323.46773454,739.700629903,120.546122362
26,26,25,874.55509395,549.380245689,132.005396705
27,27,26,302.232085663,296.258076385,134.716227044
28,16,27,763.388687734,266.183280004,137.915402656
29,23,28,1574.09413495,416.036609616,126.679958936
3,3,4,892.090855575,1038.92864233,143.929393666
30,28,29,2040.73541753,351.903905442,120.545928452
31,29,30,1562.57481091,272.599096171,146.861776951
32,30,31,143.463593683,318.347962024,128.905673168
33,32,31,845.196806163,452.594185421,128.22460077
34,25,32,971.320186408,487.294968137,138.101156564
4,4,5,1137.65971253,1113.04967969,140.636546845
5,5,6,1409.21849566,988.820179557,147.956341452
6,6,7,468.490056528,1064.85156895,147.890641014
7,7,8,835.751519979,1074.49193218,110.822632115
8,8,9,882.982114535,1124.80842107,137.43677426
9,9,10,810.085829489,1135.11049191,135.654098769
