pipe_id,node1,node2,length,diameter,roughness
1,1,2,81.2117832232,1044.69353936,138.549225703
10,10,11,821.98241162,745.365476129,119.962000106
11,11,12,998.548404439,730.432673633,117.151798882
12,12,13,3915.54645317,631.258656423,120.40925714
13,10,14,823.118166246,418.203485159,121.671793408
14,14,15,526.652778659,403.802904649,142.232776905
15,15,16,605.452022276,314.518767688,124.806103587
16,17,16,2904.92599077,393.161144727,119.354593235
17,17,18,1460.98418575,485.065290537,125.936670745
18,18,19,754.111596905,584.456831118,134.056410754
19,19,3,440.537855447,597.127771415,126.685384713
2,2,3,1397.99005746,1054.53178587,123.792680518
20,3,20,1804.20606708,1024.18479034,138.399192991
21,20,21,1603.69934981,529.110657351,117.498609359
22,21,22,528.684826782,313.978541433,131.655134443
23,20,23,3154.70134052,1057.92921963,134.449053815
24,23,24,1420.79979169,768.209742612,121.75598441
25,24,25,1477.89111572,777.48976136,135.705869267
26,26,25,847.361700016,521.738793287,134.494419937
27,27,26,250.823153341,307.926888314,133.980660457
28,16,27,670.139569327,318.577919304,117.333919647
29,23,28,1428.51562761,409.948050555,142.056077699
3,3,4,833.953299795,1063.18935261,128.563345472
30,28,29,1700.20089627,398.22245156,138.785423468
31,29,30,1859.08187855,311.263413518,119.148763491
32,30,31,157.308621264,298.378609557,128.649491008
33,32,31,991.412360509,394.02528483,129.842523272
34,25,32,794.59417156,527.89484273,127.818952026
4,4,5,1351.544619,971.088359181,133.840615507
5,5,6,1337.47150747,1025.33156768,137.490588766
6,6,7,528.210158824,1028.35915384,140.338104708
7,7,8,706.999227203,1036.55714343,141.767713541
8,8,9,908.695339192,1039.14103975,134.461269417
9,9,10,858.78548702,987.695627006,126.812265675
