pipe_id,node1,node2,length,diameter,roughness
1,1,2,100.502545529,958.450320494,140.419046527
10,10,11,1004.38916816,715.933193919,112.425821905
11,11,12,1224.84687999,740.508564624,128.131758845
12,12,13,3672.84146207,612.457187581,149.447551461
13,10,14,823.973028314,429.596254392,136.228295402
14,14,15,465.58507146,395.522430377,141.926172051
15,15,16,535.820897855,317.998434075,122.647023329
16,17,16,2911.36495352,428.763073443,117.032516712
17,17,18,1742.85371084,557.24113473,113.61141738
18,18,19,766.061390725,585.723689925,112.894243389
19,19,3,397.653663871,564.179089787,139.436183127
2,2,3,1433.12450389,1112.91813202,117.232269628
20,3,20,2335.97041785,967.277311912,127.310325617
21,20,21,1539.26260305,517.507065599,119.595797056
22,21,22,465.820363737,309.107889029,115.734996259
23,20,23,2675.66471644,1044.05077245,135.574950312
24,23,24,1208.90597997,693.674289969,133.531322622
25,24,25,1252.97758994,778.302703668,125.064857932
26,26,25,823.984332732,498.371804283,119.714016938
27,27,26,323.728748232,308.642900463,121.453682827
28,16,27,691.993726239,323.424589237,129.745214133
29,23,28,1578.91320279,420.211104543,126.88842008
3,3,4,818.118317389,1028.86745876,113.577843194
30,28,29,1824.17019463,367.150830569,110.571505353
31,29,30,1572.79351429,311.171550931,120.767276918
32,30,31,142.725257359,298.990389732,112.65150233
33,32,31,932.07701771,390.078307953,132.039087894
34,25,32,880.367037498,486.662633104,142.860166412
4,4,5,1166.90118542,1034.04855146,137.378052593
5,5,6,1352.39368946,923.510297659,131.96047818
6,6,7,451.309422233,949.841025419,147.476224551
7,7,8,789.617019469,937.013878571,136.15614391
8,8,9,804.920800729,963.095812925,146.759376319
9,9,10,866.227936738,968.089331303,112.96743868
